"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
33371,"2011-07-26","within a few hours","92%","100%","f",2,"['email', 'phone', 'reviews', 'kba']","t","t","Battery Place, New York, NY 10004, United States","Financial District","Manhattan","New York","NY",10004,"New York","New York, NY",40.7055872031,-74.0138210528,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$1,000.00","$50.00",2,"a week ago",8,38,68,343,25,97,10,10,10,10,10,10,"f","strict","f","f",1.18
33372,"2013-09-06","within an hour","98%","89%","f",4,"['email', 'phone', 'manual_online', 'linkedin', 'reviews', 'manual_offline']","t","t","Orchard Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7200720149,-73.9903296712,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$300.00","$50.00",1,"today",6,28,58,311,91,94,10,9,10,10,10,9,"f","strict","f","f",3.86
33373,"2015-12-28","within a day","52%","92%","f",1,"['phone', 'facebook']","t","f","Tiemann Place, New York, NY 10027, United States","Morningside Heights","Manhattan","New York","NY",10027,"New York","New York, NY",40.8147395839,-73.9583718555,"f","Apartment","Entire home/apt",4,1,1,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Laptop Friendly Workspace""}",,,,1,"6 weeks ago",7,7,20,20,0,,,,,,,,"f","flexible","f","f",
33374,"2015-01-16","N/A","N/A","N/A","f",1,"['email', 'phone', 'google']","t","f","17th Street, Brooklyn, NY 11215, United States","Sunset Park","Brooklyn","Brooklyn","NY",11215,"New York","Brooklyn, NY",40.66528101,-73.9937372796,"t","Apartment","Private room",1,1,1,1,"Real Bed","{""Wireless Internet"",Heating,Essentials}",,,,1,"17 months ago",30,60,90,365,0,,,,,,,,"f","flexible","f","f",
33375,"2012-02-21","within a few hours","91%","100%","f",3,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']","t","t","31st Avenue, Queens, NY 11106, United States","Astoria","Queens","Queens","NY",11106,"New York","Queens, NY",40.766289745,-73.9248089477,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",130,"$100.00","$15.00",2,"4 weeks ago",6,20,41,316,78,93,10,9,10,10,9,9,"f","strict","t","t",2.34
33376,"2013-03-26","within a few hours","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']","t","t","Washington Place, New York, NY 10003, United States","Greenwich Village","Manhattan","New York","NY",10003,"New York","New York, NY",40.7292977458,-73.9956097817,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,7,"1 week ago",2,2,2,2,0,,,,,,,,"f","strict","f","f",
33377,"2014-01-15","within a few hours","80%","100%","t",1,"['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","t","Pacific Street, Brooklyn, NY 11238, United States","Prospect Heights","Brooklyn","Brooklyn","NY",11238,"New York","Brooklyn, NY",40.6807846967,-73.9659817273,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",,,"$15.00",3,"yesterday",1,12,24,60,74,98,10,10,10,10,10,10,"f","moderate","f","f",2.72
33378,"2013-01-13","within a few hours","90%","93%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Crooke Ave, New York, NY 11226, United States","Flatbush","Brooklyn","New York","NY",11226,"New York","New York, NY",40.6539824585,-73.9613914987,"f","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$200.00","$20.00",2,"3 weeks ago",1,3,9,233,93,93,10,10,10,10,9,9,"f","moderate","f","f",3.19
33379,"2014-01-31","within a day","90%","75%","f",1,"['email', 'phone', 'linkedin', 'kba']","t","t","41st Street, Queens, NY 11104, United States","Sunnyside","Queens","Queens","NY",11104,"New York","Queens, NY",40.7416724501,-73.923364426,"t","Apartment","Entire home/apt",8,1,0,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,,1,"today",4,4,13,32,0,,,,,,,,"f","flexible","f","f",
33380,"2014-06-29","within a few hours","90%","59%","f",8,"['email', 'phone', 'reviews']","t","f","2nd Avenue, New York, NY 10003, United States","East Village","Manhattan","New York","NY",10003,"New York","New York, NY",40.7258651396,-73.9884375983,"t","Apartment","Entire home/apt",5,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,"$250.00",,1,"today",20,48,78,353,8,95,10,10,10,10,10,9,"f","strict","f","f",0.67
33381,"2011-10-24","within a day","67%","100%","f",1,"['email', 'phone', 'reviews']","t","f","23rd and, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.743213806,-73.9949600411,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$500.00","$80.00",7,"today",5,6,10,162,22,98,10,10,10,10,10,9,"f","strict","f","f",0.41
33382,"2016-04-25","within an hour","95%","83%","f",3,"['email', 'phone']","t","f","Green St, brooklyn, NY 11222, United States","Greenpoint","Brooklyn","brooklyn","NY",11222,"New York","brooklyn, NY",40.7347685926,-73.9574707717,"f","Loft","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$700.00","$80.00",1,"5 days ago",0,30,60,335,0,,,,,,,,"f","strict","f","f",
33383,"2015-12-21","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","East 55th Street, New York, NY 10022, United States","Midtown","Manhattan","New York","NY",10022,"New York","New York, NY",40.7578312824,-73.9664923642,"t","Apartment","Entire home/apt",4,1,0,1,"Real Bed","{""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$150.00","$100.00",2,"4 months ago",0,0,0,0,0,,,,,,,,"f","strict","f","f",
33384,"2009-11-11","within a few hours","70%","57%","f",3,"['email', 'phone', 'reviews', 'jumio']","t","t","Tehama Street, Brooklyn, NY 11218, United States","Kensington","Brooklyn","Brooklyn","NY",11218,"New York","Brooklyn, NY",40.6433585036,-73.9837873759,"t","Condominium","Private room",2,2,1,4,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Hot Tub"",Heating,Washer,Dryer,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$250.00","$20.00",1,"a week ago",0,30,60,335,0,,,,,,,,"f","flexible","f","t",
33385,"2015-06-09","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","35th Street, Queens, NY 11103, United States","Astoria","Queens","Queens","NY",11103,"New York","Queens, NY",40.7696380638,-73.9140244828,"t","Apartment","Entire home/apt",4,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,"$500.00","$75.00",4,"9 months ago",0,0,0,0,1,80,10,10,10,6,8,10,"f","strict","f","f",0.09
33386,"2013-10-07","within a day","70%","53%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Pitt Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7199327078,-73.9815351259,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,"$175.00","$45.00",3,"yesterday",0,3,33,33,17,92,9,9,9,10,9,9,"f","moderate","f","f",0.92
33387,"2011-05-11","within a few hours","100%","100%","f",2,"['email', 'phone', 'reviews', 'jumio']","t","t","A Vernon Ave, Brooklyn, NY 11206, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.6938163922,-73.9500174618,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",1600,"$250.00","$95.00",3,"yesterday",19,42,67,215,15,92,10,9,10,10,8,9,"f","strict","f","f",1.62
33388,"2015-10-27","within an hour","100%","80%","f",15,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']","t","t","North Henry Street, Brooklyn, NY 11222, United States","Greenpoint","Brooklyn","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7288806226,-73.9448635779,"t","Apartment","Entire home/apt",4,1,0,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,,,3,"3 weeks ago",30,60,90,365,1,80,10,10,8,4,10,8,"f","strict","f","f",1
33389,"2015-11-24","within a few hours","100%","92%","f",2,"['email', 'phone', 'reviews', 'jumio']","t","t","East 88th Street, New York, NY 10128, United States","Upper East Side","Manhattan","New York","NY",10128,"New York","New York, NY",40.7775489339,-73.9476806177,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$200.00","$95.00",3,"2 days ago",10,30,47,251,3,100,10,10,10,10,10,10,"f","strict","f","f",0.47
33390,"2012-09-22","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","E 1st St, New York, NY 10003, United States","East Village","Manhattan","New York","NY",10003,"New York","New York, NY",40.7243709522,-73.9906356043,"t","Loft","Entire home/apt",4,1,1,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$600.00","$150.00",4,"3 weeks ago",3,33,63,94,17,93,10,10,10,10,10,10,"t","moderate","f","f",0.48
33391,"2012-06-14","within a few hours","100%","95%","t",4,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","t","Madison Street, Brooklyn, NY 11216, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11216,"New York","Brooklyn, NY",40.6834255146,-73.9567054648,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",,,"$48.00",1,"today",9,39,69,344,2,100,10,10,10,10,10,10,"f","strict","f","f",2
33392,"2014-07-04","within a few hours","100%","100%","f",2,"['email', 'phone', 'reviews']","t","f","Surf Ave, ARVERNE, NY 11692, United States","Arverne","Queens","ARVERNE","NY",11692,"New York","ARVERNE, NY",40.5887345213,-73.79503411,"t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",,,,1,"7 weeks ago",27,57,87,362,11,92,9,10,10,10,10,9,"f","flexible","f","f",1.16
33393,"2015-04-18","within an hour","100%","100%","f",2,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","t","Essex Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7206365535,-73.9882021839,"t","Apartment","Entire home/apt",8,1,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$500.00","$99.00",3,"4 weeks ago",6,29,53,262,22,95,9,9,10,10,9,9,"t","moderate","f","f",2.7
33394,"2012-10-26","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","Franklin Avenue, Brooklyn, NY 11238, United States","Crown Heights","Brooklyn","Brooklyn","NY",11238,"New York","Brooklyn, NY",40.6773825464,-73.9540709497,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",Essentials}",,,,1,"9 months ago",0,0,0,0,1,,,,,,,,"f","flexible","f","f",0.11
33395,"2012-08-01","within a few hours","86%","100%","f",1,"['email', 'phone', 'reviews']","t","f","N 9th St, Brooklyn, NY 11211, United States","Williamsburg","Brooklyn","Brooklyn","NY",11211,"New York","Brooklyn, NY",40.718603195,-73.9586957567,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$500.00","$75.00",14,"3 days ago",4,4,4,4,49,97,10,9,10,10,10,9,"f","strict","f","f",1.09
33396,"2013-02-26","within a few hours","100%","100%","t",1,"['email', 'phone', 'reviews']","t","f","6th Avenue, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7431400482,-73.9957006007,"f","Apartment","Entire home/apt",5,1,1,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$500.00","$125.00",2,"5 weeks ago",3,7,27,275,76,96,10,10,10,10,10,9,"f","strict","t","t",2.39
33397,"2013-11-25","within an hour","100%","30%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","West 10th Street, New York, NY 10014, United States","West Village","Manhattan","New York","NY",10014,"New York","New York, NY",40.7335203132,-74.0018716537,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo}",,"$250.00","$120.00",2,"2 weeks ago",0,0,0,0,11,100,10,10,10,10,10,9,"f","strict","f","f",0.42
33398,"2014-06-15","within an hour","100%","100%","f",2,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']","t","t","Locust St, Bushwick, NY 11206, United States","Bushwick","Brooklyn","Bushwick","NY",11206,"New York","Bushwick, NY",40.7003873145,-73.937596375,"t","Loft","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Essentials}",,,"$40.00",5,"6 days ago",29,59,89,90,45,94,10,9,10,10,9,9,"f","moderate","f","f",1.9
33399,"2013-07-30","within a few hours","70%","93%","f",12,"['email', 'phone', 'reviews']","t","f","East 127th Street, New York, NY 10035, United States","East Harlem","Manhattan","New York","NY",10035,"New York","New York, NY",40.8074861138,-73.9380283449,"t","Bed & Breakfast","Private room",4,3,1,2,"Real Bed","{Internet,Kitchen,Heating,Essentials}",,"$100.00","$10.00",1,"5 days ago",0,0,0,266,11,58,6,4,8,7,6,6,"f","moderate","f","f",0.91
33400,"2014-11-29","a few days or more","30%","100%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","51st Street, Brooklyn, NY 11220, United States","Sunset Park","Brooklyn","Brooklyn","NY",11220,"New York","Brooklyn, NY",40.6400936232,-74.0171354236,"f","House","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Hot Tub"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,1,"2 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
